id,title,date,year,period,period_norm,creator,country,country_pt,medium,medium_norm,support,source_archive,url,thumbnail_url,description,citation_abnt,motif_str,tags_str,in_scope,scope_note,desincorporacao,rigidez_postural,dessexualizacao,uniformizacao_facial,heraldizacao,enquadramento_arquitetonico,apagamento_narrativo,monocromatizacao,serialidade,inscricao_estatal,purificacao_composto,regime_iconocratico,coded_by,coded_at,notes
PT-007,Série Ceres — Selo definitivo da República Portuguesa,1912-1945,1912,Primeira República / Estado Novo (1912-1945),Primeira República / Estado Novo (1912-1945),Constantino de Sobral Fernandes (design) / José Sérgio de Carvalho e Silva (gravura),Portugal,Portugal,Selo postal (rotogravura),Selo,selo,,https://en.wikipedia.org/wiki/Ceres_series_(Portugal),,"Primeira série definitiva de selos após a proclamação da República, substituindo selos com retrato de D. Manuel II. Deusa romana Ceres de pé, segurando foice e feixe de trigo. A escolha de Ceres (abundância agrícola) sobre figura marcial reflete a narrativa republicana de soberania popular enraizada no trabalho.",,"Ceres, República Portuguesa","corpus/candidato, pais/PT, suporte/selo, regime/fundacional, motivo/ceres",True,,1,2,1,2,1,3,1,2,3,3,1.9,fundacional,iconocode-opus-4.6-metadata-refined,2026-04-07,
UK-001,"Justitia enthroned, with sword and scales",17th century,1650,Baroque,Barroco/Rococó,Unknown,United Kingdom,Reino Unido,Print,Gravura/Estampe,estampa,British Museum,https://www.britishmuseum.org/collection/object/P_1870-0625-185,,"Interior with Justitia enthroned, holding a sword and scales; female allegorical figures looking up to her and two putti holding shields. A formal composition of Justice as sovereign female judge.","JUSTITIA enthroned, with sword and scales. Século XVII. 1 gravura. British Museum, London. Disponível em: https://www.britishmuseum.org/collection/object/P_1870-0625-185.","Justitia, Justice, enthroned, sword, scales, putti","Justitia, enthroned, Baroque, British Museum, print, putti",True,,1,2,2,2,1,2,2,3,2,1,1.8,normativo,iconocode-opus,2026-03-31T23:00:00Z,
UK-002,Providence and Justice (female personifications in niches),Unknown,,Early Modern,Renascimento/Moderno Inicial,Unknown,United Kingdom,Reino Unido,Print,Gravura/Estampe,estampa,British Museum,https://www.britishmuseum.org/collection/object/P_1862-0712-304,,"Providence and Justice, female personifications, whole-length, in niches, with attributes (ruler and scales, snake entwined around arm). Justice paired with Providence in architectural niches — the virtues as guardians of civic space.","PROVIDENCE and Justice (personificações femininas em nichos). [s.d.]. 1 gravura. British Museum, London. Disponível em: https://www.britishmuseum.org/collection/object/P_1862-0712-304.","Justitia, Justice, Providence, scales, snake","Justitia, Providence, niches, architectural, British Museum, personification",True,,2,2,2,2,2,3,3,3,2,2,2.3,normativo,iconocode-opus,2026-03-31T23:00:00Z,
UK-003,Justitia and Prudentia (female personifications),Unknown,,Early Modern,Renascimento/Moderno Inicial,Unknown,United Kingdom,Reino Unido,Print,Gravura/Estampe,estampa,British Museum,https://www.britishmuseum.org/collection/object/P_1862-0712-305,,"Justice and Prudence, female personifications, whole-length, in niches, with attributes (sword and tablets of the law; mirror and snake). The cardinal-virtue pairing of Justice and Prudence as women.","JUSTITIA and Prudentia (personificações femininas). [s.d.]. 1 gravura. British Museum, London. Disponível em: https://www.britishmuseum.org/collection/object/P_1862-0712-305.","Justitia, Justice, Prudentia, sword, mirror, cardinal virtues","Justitia, Prudentia, cardinal virtues, British Museum, sword, mirror",True,,2,2,2,2,2,3,3,3,2,2,2.3,normativo,iconocode-opus,2026-03-31T23:00:00Z,
UK-004,"Lady Justice (F.W. Pomeroy, Old Bailey, London)",1907,1907,19th century,Séc. XIX,Frederick William Pomeroy,United Kingdom,Reino Unido,Bronze and gilt sculpture,Outro,monumento,Wikimedia Commons,http://www.speel.me.uk/sculptlondon/oldbaileyjustice.htm,https://upload.wikimedia.org/wikipedia/commons/f/f4/Old_Bailey_Lady_Justice.jpg,"The iconic gold statue of Lady Justice atop the Old Bailey, London's Central Criminal Court. Notably unblindfolded — holding sword and scales, with spiked crown. The courthouse brochures explain that 'her maidenly form is supposed to guarantee her impartiality.' A prime example of how the female body itself is argued to embody legal virtue.","POMEROY, Frederick William. Lady Justice. 1907. 1 escultura em bronze dourado. Central Criminal Court (Old Bailey), London. Disponível em: http://www.speel.me.uk/sculptlondon/oldbaileyjustice.htm.","Justice, Lady Justice, sword, scales, unblindfolded","Lady Justice, Old Bailey, London, unblindfolded, bronze, courthouse, Pomeroy",True,,2,2,2,2,1,3,3,3,3,3,2.4,normativo,iconocode-opus,2026-03-31T23:00:00Z,
UK-005,Woman holding sword and scales of justice (Jurisprudentia),c. 1560,1560,Renaissance,Renascimento/Moderno Inicial,Étienne Delaune,United Kingdom,Reino Unido,Engraving,Gravura,estampa,Wellcome Collection,https://wellcomecollection.org/works/rkvhanzr,,"Engraving by Étienne Delaune (c. 1560) depicting a female figure holding a sword and scales — the canonical attributes of Justice — identified as Jurisprudentia. Delaune was a French goldsmith and engraver active in mid-16th century France and Germany; this work, held at the Wellcome Collection, exemplifies Renaissance allegorical personification of law and jurisprudence.","DELAUNE, Étienne. Woman holding sword and scales of justice (Jurisprudentia). c. 1560. 1 gravura. Wellcome Collection, London. Disponível em: https://wellcomecollection.org/works/rkvhanzr.","Justitia, Jurisprudência, Alegoria feminina, Espada, Balança","Justitia, Jurisprudentia, female allegory, Renaissance, Justice, Delaune, sword and scales",True,,0,1,1,1,1,0,2,3,1,0,1.0,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
UK-006,Women of Britain Say 'Go!',1915,1915,WWI,Séc. XX,Ernest James Kealey,United Kingdom,Reino Unido,Color lithograph (poster),Gravura,cartaz,Imperial War Museum,https://www.iwm.org.uk/collections/item/object/14592,,"British WWI recruitment poster by E.J. Kealey (1915), published by the Parliamentary Recruiting Committee (Poster No. 75). Shows two women and a boy at an open window watching soldiers march away. The female figures embody a gendered allegory of domestic Britain urging men to enlist — deploying the moral authority of womanhood as surrogate for national female personification. One of the most iconic British WWI images, widely reproduced and analysed in the history of gender and war propaganda.","KEALEY, Ernest James. Women of Britain say 'Go!'. 1915. 1 litografia colorida (cartaz). Imperial War Museum, London. Disponível em: https://www.iwm.org.uk/collections/item/object/14592.","Mulher, Alegoria feminina, Britânia, WWI, Propaganda, Recrutamento","female allegory, WWI, propaganda poster, Britain, recruitment, Parliamentary Recruiting Committee, gender and war",True,,1,1,2,2,2,1,1,1,3,3,1.7,militar,iconocode-opus,2026-03-31T23:00:00Z,
UK-009,Take Up the Sword of Justice,1915,1915,WWI (1914-1918),WWI (1914-1918),Bernard Partridge,United Kingdom,Reino Unido,Affiche lithographique en couleur,Cartaz,cartaz,,https://www.iwm.org.uk/collections/item/object/21133,,"Figura feminina de corpo inteiro personificando a Justiça ergue-se sobre o mar, estendendo espada embainhada. Abaixo, figuras afogando-se; ao fundo, o RMS Lusitania afundando. Parliamentary Recruiting Committee Poster No. 111.",,"Justitia, recrutamento","corpus/candidato, pais/UK, suporte/cartaz, regime/militar, motivo/justitia",True,,1,1,1,1,1,0,0,1,2,1,0.9,militar,iconocode-opus-4.6-metadata-refined,2026-04-07,
UK-010,Two Forces — Britannia protecting Hibernia,c. 1881,1881,Vitoriano / Irish Land War (1881),Vitoriano / Irish Land War (1881),John Tenniel,United Kingdom,Reino Unido,Gravura em madeira (wood engraving),Gravura/Estampe,gravura,,https://www.gutenberg.org/files/59801/59801-h/59801-h.htm,,"Britannia armada e imperial como ""irmã mais velha"" protegendo uma Hibernia bela e indefesa de figuras Fenian monstruosas. Britannia é militarizada; Hibernia é infantilizada e passiva. Duas alegorias femininas DIFERENTES mobilizadas uma contra a outra.",,"Britannia, Hibernia, colonialismo","corpus/candidato, pais/UK, suporte/estampa, regime/contra-alegoria, #colonialidade-do-ver",True,,0,2,1,1,2,0,0,2,2,1,1.1,normativo,iconocode-opus-4.6-metadata-refined,2026-04-07,
UK-FLORIN-1902,1 Florin — Britannia Standing on Ship Prow (Edward VII),1902-1910,1902,1902-1910,1902-1910,,United Kingdom,Reino Unido,Moeda,Moeda,moeda,Royal Mint,https://collections.museumsvictoria.com.au/items/77020,,Britannia,,Britannia,"corpus/candidato, pais/UK, suporte/moeda, regime/normativo, motivo/britannia",True,,,,,,,,,,,,,,,,
UK-HALFPENNY-1695,½ Penny — William III (1st issue) / Britannia seated (earliest coin),1695-1698,1695,1695-1698,1695-1698,,United Kingdom,Reino Unido,Moeda,Moeda,moeda,Numista,https://en.numista.com/catalogue/pieces90365.html,,"Britannia (seated, earliest coin appearance)",,"Britannia (seated, earliest coin appearance)","corpus/candidato, pais/UK, suporte/moeda, regime/fundacional, motivo/britannia, #sem-iiif",True,,,,,,,,,,,,,,,,
UK-PENNY-1895,One Penny -- Victoria Veiled Head / Britannia Seated with Trident,,,,,,United Kingdom,Reino Unido,Moeda,Moeda,moeda,Numista,https://en.numista.com/catalogue/pieces670.html,,,,,"corpus/candidato, pais/UK, suporte/moeda, regime/normativo, motivo/britannia",True,,,,,,,,,,,,,,,,
UK-PENNY-1912,"1 Penny — Britannia Seated, Helmeted (George V, 1912)",1911-1936,1911,1911-1936,1911-1936,,United Kingdom,Reino Unido,Moeda,Moeda,moeda,Museums Victoria Collection,https://collections.museumsvictoria.com.au/items/57610,,Britannia,,Britannia,"corpus/candidato, pais/UK, suporte/moeda, regime/normativo, motivo/britannia, endurecimento/alto, #acoplamento-imagem-norma, #serialidade",True,,,,,,,,,,,,,,,,
UK-TRADE-1895,British Trade Dollar — Britannia Standing with Trident and Shield,1895-1935,1895,Victorian / Edwardian (1895-1935),Imperial (1895-1935),George William De Saulles (designer),United Kingdom,Reino Unido,"Coin (silver .900, 26.96g, 39mm)",coin,moeda,Numista,https://en.numista.com/catalogue/pieces8472.html,,"Britannia standing on shore holding trident and shield with Union Flag, merchant ship in background. Reverse with denomination in Chinese and Jawi Malay. Colonial trade dollar for circulation in Hong Kong, Straits Settlements, Labuan. Minted in Bombay and Calcutta.","ROYAL MINT. British Trade Dollar. 1895-1935. Moeda, prata .900, 39 mm. Disponível em: https://en.numista.com/catalogue/pieces8472.html. Acesso em: 01 abr. 2026.",Britannia,"female allegory, Britannia, colonial, trade dollar",True,,0,3,3,3,3,2,2,4,4,3,2.7,militar,iconocode-opus,2026-04-01T12:00:00Z,
UK-PENNY-1860,"Penny — Britannia Seated with Trident, Helmet and Shield",1860-1894,1860,Victorian (1860-1894),Vitoriano (1860-1894),Leonard Charles Wyon (designer),United Kingdom,Reino Unido,"Coin (bronze, penny)",coin,moeda,Numista,https://en.numista.com/catalogue/pieces3377.html,,"Britannia seated right on rock, wearing helmet and breastplate with flowing dress, holding trident, right hand resting on shield with Union Flag. Lighthouse to left, ship to right (pre-1895). Most widely circulated allegory in the British Empire.","ROYAL MINT. Penny — Britannia. 1860-1894. Moeda, bronze. Design: Leonard Charles Wyon. Disponível em: https://en.numista.com/catalogue/pieces3377.html. Acesso em: 01 abr. 2026.",Britannia,"female allegory, Britannia, mass circulation",True,,0,3,3,3,3,2,2,4,4,3,2.7,normativo,iconocode-opus,2026-04-01T12:00:00Z,
US-001,America pois'd in the balance of justice,1776,1776,Enlightenment,Iluminismo (Séc. XVIII),Unknown,United States,EUA,Etching and engraving,Gravura/Estampe,estampa,Library of Congress,https://www.loc.gov/item/2004673327/,https://www.loc.gov/resource/cph.3a45724/,"Revolutionary-era print showing two despondent women (possibly Britannia and America) in a rugged landscape, with ships and a burning city. The balance of justice as a geopolitical metaphor during the American Revolution.","AMERICA pois'd in the balance of justice. 1776. 1 gravura. Library of Congress, Washington, D.C. Disponível em: https://www.loc.gov/item/2004673327/.","Justice, Britannia, America, scales, Revolution","Justice, Britannia, America, Revolution, scales, geopolitics, 1776",True,,0,0,1,1,0,0,0,3,1,0,0.6,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
US-002,Justice and History (plaster model for US Capitol),c. 1860,1860,19th century,Séc. XIX,Thomas Crawford (sculptor); John Wood (photographer),United States,EUA,Salted paper print of sculpture maquette,Gravura/Estampe,fotografia,Library of Congress,https://www.loc.gov/item/2009631377/,https://www.loc.gov/resource/ppmsca.87910/,"Photograph of plaster model for 'Justice and History' by Thomas Crawford, designed for the Senate bronze doors at the East Portico of the US Capitol. Justice and History as paired female figures guarding the entrance to the legislative chamber.","CRAWFORD, Thomas. Justice and History (modelo para o Capitólio dos EUA). c. 1860. 1 fotografia (salt print). Library of Congress, Washington, D.C. Disponível em: https://www.loc.gov/item/2009631377/.","Justice, History, Capitol, Columbia","Justice, History, Capitol, sculpture, Crawford, Senate doors",True,,1,2,2,2,1,3,2,3,2,3,2.1,normativo,iconocode-opus,2026-03-31T23:00:00Z,
US-003,Justice (blindfolded woman with sword and scales),Unknown,,19th century,Séc. XIX,US Bureau of Printing & Engraving,United States,EUA,Steel engraving,Gravura/Estampe,estampa,Library of Congress,https://www.loc.gov/item/2007675578/,https://www.loc.gov/resource/cph.3b09379/,Official US government steel engraving of blindfolded Justice holding sword and scales. An institutional production of the legal allegory — the state manufacturing its own symbolic self-representation.,"JUSTICE (mulher vendada com espada e balança). [s.d.]. 1 gravura em aço. US Bureau of Printing & Engraving. Library of Congress, Washington, D.C. Disponível em: https://www.loc.gov/item/2007675578/.","Justice, blindfold, sword, scales","Justice, blindfold, sword, scales, government, official, steel engraving",True,,2,2,2,2,1,1,3,3,3,3,2.2,normativo,iconocode-opus,2026-03-31T23:00:00Z,
US-004,"Foire France-Américaine: Justice, Liberty, Demeter, Athena",1917,1917,WWI,Séc. XX,Maurice Romberg,United States,EUA,Lithograph poster (color),Cartaz,cartaz,Library of Congress,https://www.loc.gov/item/99613542/,https://www.loc.gov/resource/cph.3f04023/,"WWI-era Franco-American poster showing four allegorical figures: Justice, Liberty (with American flag), Demeter, and Athena above Saint-Sulpice. The transatlantic circulation of female legal allegories during wartime.","ROMBERG, Maurice. Foire France-Américaine: Justice, Liberty, Demeter, Athena. 1917. 1 litogravura colorida. Library of Congress, Washington, D.C. Disponível em: https://www.loc.gov/item/99613542/.","Justice, Liberty, Athena, Demeter, Marianne, Columbia","Justice, Liberty, WWI, Franco-American, poster, Athena, allegory",True,,1,1,1,1,1,0,1,1,3,2,1.2,militar,iconocode-opus,2026-03-31T23:00:00Z,
US-005,Behold! a fabric now to freedom rear'd (Constitutional allegory),1788,1788,Enlightenment,Iluminismo (Séc. XVIII),James Trenchard,United States,EUA,Etching,Gravura/Estampe,estampa,Library of Congress,https://www.loc.gov/item/2004676797/,,"Allegorical scene celebrating the US Constitution: Concord standing, Clio writing, Cupid holding the 'Constitution' before a pillar labeled 'Sacred to Liberty Justice and Peace' with thirteen columns. Female allegories deployed to sanctify the constitutional founding.","TRENCHARD, James. Behold! a fabric now to freedom rear'd. 1788. 1 gravura. Library of Congress, Washington, D.C. Disponível em: https://www.loc.gov/item/2004676797/.","Justice, Liberty, Concord, Constitution, Columbia","Justice, Liberty, Constitution, Concord, Clio, founding, allegory",True,,0,0,1,1,0,1,0,3,1,1,0.8,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
US-006,Die Wage der Macht / La balance de la puissance,1780,1780,Enlightenment,Iluminismo (Séc. XVIII),Johann Martin Will,United States,EUA,Etching and engraving,Gravura/Estampe,estampa,Library of Congress,https://www.loc.gov/item/2004673370/,,"Justice holding scales on which Britannia outweighs a Spaniard, Frenchman, America (as Native), and Dutchman. Justice as a geopolitical arbiter — weighing national power through the female allegorical figure. Bilingual (German/French) print.","WILL, Johann Martin. Die Wage der Macht / La balance de la puissance. 1780. 1 gravura. Library of Congress, Washington, D.C. Disponível em: https://www.loc.gov/item/2004673370/.","Justice, Britannia, scales, geopolitics","Justice, Britannia, scales, geopolitics, bilingual, power balance",True,,1,1,1,1,1,0,0,3,1,1,1.0,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
US-007,Columbia presenting sword to Admiral Dewey,1899,1899,19th century,Séc. XIX,Unknown,United States,EUA,Chromolithograph,Outro,estampa,Library of Congress,https://www.loc.gov/item/2018697020/,https://www.loc.gov/resource/ppmsca.46404/,"Columbia, the female personification of America, presenting a sword and crowning Admiral Dewey after the Spanish-American War. The martial dimension of the national female allegory — Columbia as warrior-queen bestowing military honors.","COLUMBIA presenting sword to Admiral Dewey. 1899. 1 cromolitogravura. Library of Congress, Washington, D.C. Disponível em: https://www.loc.gov/item/2018697020/.","Columbia, Liberty, martial allegory","Columbia, martial, Spanish-American War, Dewey, chromolithograph, imperialism",True,,1,1,1,1,1,0,0,1,2,2,1.0,militar,iconocode-opus,2026-03-31T23:00:00Z,
US-008,Hedwig Reicher as Columbia in suffrage pageant,1913,1913,19th century,Séc. XIX,Unknown (photograph),United States,EUA,Photograph,Fotografia,fotografia,Library of Congress,https://www.loc.gov/item/97510759/,,"German actress Hedwig Reicher in costume as 'Columbia' at a suffrage pageant where Columbia summoned Justice, Charity, Liberty, Peace, and Hope to revive the crusade of women. A feminist reappropriation of national female allegory — Columbia mobilized for women's suffrage.","HEDWIG Reicher as Columbia in suffrage pageant. 1913. 1 fotografia. Library of Congress, Washington, D.C. Disponível em: https://www.loc.gov/item/97510759/.","Columbia, Justice, Liberty, suffrage, feminism","Columbia, suffrage, feminism, pageant, photograph, women's rights",True,,1,1,2,1,1,0,1,3,2,1,1.3,normativo,iconocode-opus,2026-03-31T23:00:00Z,
US-009,The Goddess of Liberty (woman in star-spangled cape),1861,1861,19th century,Séc. XIX,Unknown,United States,EUA,Albumen print (carte de visite),Gravura/Estampe,fotografia,Library of Congress,https://www.loc.gov/item/2018664118/,,"Photograph of a woman model in Liberty costume with stars, representing Liberty/Columbia during the Civil War era. The living body performing the allegory — a real woman embodying the national feminine symbol.","THE GODDESS of Liberty (mulher com capa estrelada). 1861. 1 fotografia (carte de visite). Library of Congress, Washington, D.C. Disponível em: https://www.loc.gov/item/2018664118/.","Liberty, Columbia, Civil War","Liberty, Columbia, Civil War, carte de visite, photograph, living allegory",True,,1,1,2,1,1,0,2,3,2,2,1.5,normativo,iconocode-opus,2026-03-31T23:00:00Z,
US-010,Temple of Liberty,1834,1834,19th century,Séc. XIX,Jared W. Bell,United States,EUA,Woodcut,Gravura,estampa,Library of Congress,https://www.loc.gov/item/2008661765/,,Woodcut broadside by Jared W. Bell (1834) depicting the Temple of Liberty as an allegorical female figure — the Goddess of Liberty — enthroned or standing within a classical temple. A key example of antebellum American female allegorical imagery deploying classical architecture and female personification to represent republican values and national identity.,"BELL, Jared W. Temple of liberty. 1834. 1 xilogravura. Library of Congress, Washington, D.C. Disponível em: https://www.loc.gov/item/2008661765/.","Liberdade, Alegoria feminina, Templo da Liberdade, Goddess of Liberty, Estados Unidos","Liberty, female allegory, Goddess of Liberty, antebellum, republican values, American iconography, broadside",True,,2,2,2,2,2,3,3,3,2,2,2.3,fundacional,iconocode-opus,2026-03-31T23:00:00Z,
US-011,"Wake up America! Civilization calls every man, woman and child!",1917,1917,WWI,Séc. XX,James Montgomery Flagg,United States,EUA,Color lithograph (poster),Gravura,cartaz,Library of Congress,https://www.loc.gov/item/91726511/,,"WWI recruitment poster by James Montgomery Flagg (1917) depicting Columbia — the female personification of America — sleeping, dressed in patriotic stars and stripes and wearing a Phrygian cap. The figure of Columbia, modeled on actress Mary Arthur, embodies the nation's allegorical identity. One of the most iconic American female allegorical images of the First World War, later reproduced as one of the most widely distributed WWI posters. Published for 'Wake Up, America' Day, April 19, 1917.","FLAGG, James Montgomery. Wake up America! Civilization calls every man, woman and child! 1917. 1 litografia colorida (cartaz). Library of Congress, Washington, D.C. Disponível em: https://www.loc.gov/item/91726511/.","Columbia, Alegoria feminina, Estados Unidos, WWI, Goddess of Liberty, Propaganda","Columbia, female allegory, WWI, propaganda poster, James Montgomery Flagg, Phrygian cap, American iconography",True,,1,1,2,1,1,0,2,1,3,3,1.5,militar,iconocode-opus,2026-03-31T23:00:00Z,
US-012,Columbia calls—Enlist now for U.S. Army,1917,1917,WWI,Séc. XX,Frances Adams Halsted (des.); Vincente Aderente (painted),United States,EUA,Color lithograph (poster),Gravura,cartaz,Library of Congress,https://www.loc.gov/item/95506508/,,"WWI recruitment poster (1917) depicting Columbia standing on the globe atop North America, holding the American flag and a sword, calling men to enlist. Designed by Frances Adams Halsted (who also wrote the accompanying poem) and painted by Vincente Aderente. After the U.S. entered WWI on April 6, 1917, Halsted donated the design to the War Department; the New York Times planned 500,000 copies. A canonical example of Columbia as female national allegory in wartime American visual culture.","HALSTED, Frances Adams (des.); ADERENTE, Vincente (paint.). Columbia calls—Enlist now for U.S. Army. 1917. 1 litografia colorida (cartaz). Library of Congress, Washington, D.C. Disponível em: https://www.loc.gov/item/95506508/.","Columbia, Alegoria feminina, Estados Unidos, WWI, Propaganda","Columbia, female allegory, WWI, propaganda poster, globe, American iconography, sword",True,,1,1,2,2,2,0,2,1,3,3,1.7,militar,iconocode-opus,2026-03-31T23:00:00Z,
US-016,"Wake Up America! Civilization Calls Every Man, Woman and Child!",1917,1917,Progressive Era / WWI (1917),Progressive Era / WWI (1917),James Montgomery Flagg,United States,Estados Unidos,Affiche lithographique en couleur,Cartaz,cartaz,,https://www.loc.gov/item/91726511/,,"Columbia adormecida contra coluna fluted, vestindo manto de stars-and-stripes e barrete frígio. Nuvens de tempestade ao fundo. Atriz Mary Arthur serviu de modelo. Impresso para o ""Wake Up America Day"" de 19 de abril de 1917.",,"Columbia, Liberty","corpus/candidato, pais/US, suporte/cartaz, regime/militar, motivo/columbia",True,,2,2,2,2,2,2,2,1,2,2,1.9,militar,iconocode-opus-4.6-metadata-refined,2026-04-07,
US-017,Columbia Calls — Enlist Now for U.S. Army,1917,1917,Progressive Era / WWI (1917),Progressive Era / WWI (1917),Frances Adams Halsted (design) / Vincent Aderente (pintura),United States,Estados Unidos,Affiche lithographique en couleur,Cartaz,cartaz,,https://www.loc.gov/item/95506508,,"Columbia sobre globo terrestre, posicionada na América do Norte, segurando bandeira americana e espada. 500.000 cópias impressas pelo U.S. War Department.",,"Columbia, recrutamento","corpus/candidato, pais/US, suporte/cartaz, regime/militar, motivo/columbia",True,,1,1,2,2,2,1,2,1,2,2,1.6,militar,iconocode-opus-4.6-metadata-refined,2026-04-07,
US-018,Fight or Buy Bonds — Third Liberty Loan,1917,1917,Progressive Era / WWI (1917),Progressive Era / WWI (1917),Howard Chandler Christy,United States,Estados Unidos,Affiche lithographique en couleur,Cartaz,cartaz,,https://www.loc.gov/item/2002708939/,,"Mulher de branco encarnando Liberty agita a bandeira americana enquanto soldados marcham atrás. A ""Christy Girl"" funde feminilidade idealizada com propósito marcial.",,"Liberty, war bonds","corpus/candidato, pais/US, suporte/cartaz, regime/militar, motivo/liberty",True,,2,2,2,2,2,1,1,1,2,2,1.7,militar,iconocode-opus-4.6-metadata-refined,2026-04-07,
US-019,Liberty Is Not Anarchy,1886,1886,Gilded Age (1886),Gilded Age (1886),Thomas Nast,United States,Estados Unidos,Gravura em madeira (wood engraving),Gravura/Estampe,gravura,,https://www.loc.gov/item/2004679037/,,"Mãos desincorporadas de Columbia/Liberty agarrando anarquistas numa mão e espada ""U.S."" na outra, após o veredito de Haymarket. Columbia é reduzida a enormes mãos punitivas — sem rosto, sem corpo, apenas instrumentos de violência estatal.",,"Columbia, anarquia, Haymarket","corpus/candidato, pais/US, suporte/estampa, regime/contra-alegoria, #contra-alegoria",True,,3,0,3,3,2,0,0,2,2,2,1.7,contra-alegoria,iconocode-opus-4.6-metadata-refined,2026-04-07,
US-020,Looking Backward,1893,1893,Gilded Age (1893),Gilded Age (1893),Joseph Keppler,United States,Estados Unidos,Cromolitografia sobre papel jornal,Gravura/Estampe,gravura/litografia,,https://hti.osu.edu/opper/lesson-plans/immigration/images/looking-backward,,Litografia colorida: americanos ricos — eles mesmos imigrantes ou filhos de imigrantes — bloqueiam um recém-chegado da Europa Oriental. Suas sombras na parede revelam origens humildes. Columbia está conspicuamente ausente da cena onde deveria aparecer como mãe acolhedora.,,"Columbia, imigração, ausência","corpus/candidato, pais/US, suporte/estampa, regime/contra-alegoria, #ausencia-alegorica",True,,3,0,0,0,0,0,0,0,2,0,0.5,contra-alegoria,iconocode-opus-4.6-metadata-refined,2026-04-07,
US-BANNER-1861,Hail! Glorious Banner of Our Land — Columbia with Flag and Eagle (Civil War),1861,1861,American Civil War (1861),Guerra Civil (1861),Mrs. Mary Farrell Moore (text); unknown lithographer,United States,Estados Unidos,"Lithograph, color (music cover)",Estampa,estampa,Library of Congress,https://www.loc.gov/item/91721286/,https://tile.loc.gov/storage-services/service/pnp/cph/3g00000/3g01000/3g01700/3g01739_150px.jpg,"Music cover showing female personification of Columbia holding flag alongside eagle in foreground and sailing ships in background. Dedicated to Major General George B. McClellan, July 4th, 1861. Columbia mobilized for war — the allegorical body serves military propaganda through popular music distribution.",HAIL! Glorious banner of our land. 1861. 1 litografia colorida. Library of Congress. Disponível em: https://www.loc.gov/item/91721286/. Acesso em: 11 abr. 2026.,"Columbia, flag, eagle","female allegory, Columbia, Civil War, military regime",True,,,,,,,,,,,,,,,,
US-EDUC-1896-01,1 Dollar Silver Certificate 'Educational Series' — History Instructing Youth,1896,1896,1896,1896,,United States,Estados Unidos,Papel-moeda,Papel-moeda,papel-moeda,Numista,https://en.numista.com/catalogue/note207329.html,,History / Columbia (instructing Youth),,History / Columbia (instructing Youth),"corpus/candidato, pais/US, suporte/papel-moeda, regime/normativo, motivo/columbia, #sem-iiif",True,,,,,,,,,,,,,,,,
US-EDUC-1896-02,Science Presenting Steam and Electricity to Commerce and Manufacture ($2 Silver Certificate),1896,1896,Gilded Age (1870-1900),,"Edwin Howland Blashfield (artist), George F.C. Smillie (engraver)",United States,,Paper money (silver certificate),,papel-moeda,Smithsonian National Museum of American History,https://americanhistory.si.edu/collections/object/nmah_1817050,,,,,,True,,1,1,1,1,1,2,1,2,3,3,1.6,normativo,iconocode-opus,2026-03-31T23:00:00Z,
US-EDUC-1896-05,Electricity Presenting Light to the World ($5 Silver Certificate),1896,1896,Gilded Age (1870-1900),,"Walter Shirlaw (artist), George F.C. Smillie (engraver)",United States,,Paper money (silver certificate),,papel-moeda,Smithsonian National Museum of American History,https://americanhistory.si.edu/collections/object/nmah_1816788,,,,,,True,,0,1,0,1,1,2,1,2,3,3,1.4,normativo,iconocode-opus,2026-03-31T23:00:00Z,
US-NAST-1864,The Blessings of Victory — Liberty with Sword and Columbia with Palm Branch (Thomas Nast),1864,1864,American Civil War (1864),Guerra Civil (1864),Thomas Nast,United States,Estados Unidos,Photograph of wood engraving (carte de visite),Estampa,estampa,Library of Congress,https://www.loc.gov/item/2022631575/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/83400/83433_150px.jpg,"From Harper's Weekly, September 24, 1864. Liberty holding sword, Columbia holding palm branch, caption 'Victory will bring us Peace.' Vignettes: prisoners of war returning home, soldier embracing wife, veteran's welcome. Two female allegories differentiated: Liberty (armed/militant) vs. Columbia (pacific/maternal). Thomas Nast — same artist who created the Republican elephant and Democratic donkey.","NAST, Thomas. The blessings of victory. 1864. 1 fotografia de gravura em madeira (carte de visite). Library of Congress. Disponível em: https://www.loc.gov/item/2022631575/. Acesso em: 11 abr. 2026.","Liberty, Columbia, sword, palm branch","female allegory, Liberty, Columbia, Civil War, Thomas Nast",True,,,,,,,,,,,,,,,,
US-SEATED-1840,1 Dollar 'Seated Liberty' (without motto),1840-1866,1840,1840-1866,1840-1866,,United States,Estados Unidos,Moeda,Moeda,moeda,Numista,https://en.numista.com/catalogue/pieces11472.html,,Liberty (Seated),,Liberty (Seated),"corpus/candidato, pais/US, suporte/moeda, regime/fundacional, motivo/columbia, #sem-iiif",True,,,,,,,,,,,,,,,,
